date,rating,review_text,reviewer
6 years ago,5,"When I first toured Printing House, I really appreciated the warm reception and tour I received from the woman working at the desk. She answered questions very honestly and helped me make the decision to come and live there.",Josh Rosenheck
6 years ago,5,All I can say is wow!! There is no other apartment community catering to Binghamton's University students that offers the many luxuries found in the printing house. I can't wait to move in!,Jake Vallen
4 years ago,5,"The lease signing process was very simple, and I'm super excited to be living there next year! The staff were also very helpful in showing us around and with the leasing process",Ian Griffin
3 years ago,1,"This company scams students and their families who are paying for the accommodations promised , meanwhile half of the amenities promised remain unavailable, broken, or not connected(thermostat control) ... this company holds students accountable for damage that was previously reported upon move in and documented - beware they are scam artists taking advantage of students!!!!!! DO NOT TRUST this company for yourself or you children ! As they will be falsely accused of damaging items and charged relentlessly ....",Laura Swido
5 years ago,5,"The decor of each room is very nicely done, very simple and minimal. Made me feel right at home as this is my first time living away off campus; great deal for the price.",Jasmine Qu
2 years ago,5,Just moved into printing house in August and have been very surprised with how nice everything has been. Megan is super helpful and has definitely made my experience there better than I could have hoped so far.,Cooper Langanis
6 years ago,5,The Printing House is the best option for off campus apartments at Binghamton U. The location is ideal and the amenities and unit layouts surpass any other complexes' options.,Elizabeth Hirt (Lizzy)
6 years ago,5,Just signed a lease to move in for this upcoming fall.  The staff was very friendly and helpful.  The property also has great amenities.  I look forward to living here!,Allie Z
5 years ago,5,"The staff are super helpful and the rooms are really nice and clean. I would definitely recommend to anyone looking for off campus housing, the best value for the money for sure.",John Toscano
5 years ago,5,"Amazing amenities for the price. All utilities, internet, heating, etc. are included in the price for rent, which makes paying bills very easy. A central location to Binghamton and the surrounding area.",Tim Coulter
6 years ago,5,I absolutely love living here! The location is perfect and all the staff are awesome to deal with. Highly recommend signing a lease here if you haven't already!,Alexa Daly
6 years ago,5,I just signed a lease with the Printing House. They were great to negotiate with and It was an overall great experience. Everybody was on the same page and they were able to answer any question. They also have the best location!,Jake Sherman
5 years ago,5,"The atmosphere within Printing House is amazing, amenities are amazing along with the friendly and welcoming staff. I am excited that I signed with them!",Patrick Yue
6 years ago,5,Super excited to move in to the printing house next fall!! Signing the lease was very easy and the staff was able to answer all of our questions!,Maddy
4 years ago,5,"Glad I found this gem. It is definitely a home away from home! The Printing House is convenient, amenity filled, and their staff tries to accommodate you as best as they can!",Annie Zou
6 years ago,5,I love living at the Printing House. I have no need to leave the building because of all the amenities and everyone who lives here is really friendly.,Nick Lema
a year ago,5,Great location! Very close to the restaurants and bars of Downtown Binghamton. Great amenities too!,Hailey Sidari
6 years ago,5,Great Facility! signing a lease was easy and straight forward. Their staff is great and very receptive to questions.,Hannah Osman
6 years ago,4,"staff was happy and more than willing to accommodate scheduales for tours of the facilities and rooms. answered every question i had quickly and efficently. would highly recommend signing with them!!
Zach Sharinn",Zach Sharinn
4 years ago,5,"All of the staff was super nice and helpful, made the leasing process a breeze. Can't wait to live here next year, would recommend to anybody!",Alex Linerode
6 years ago,4,The staff at printing house was very receptive to my wants and needs. It seemed as though the staff did everything they could to accomdate me and the people I am living with.,Chris Tempesta
6 years ago,5,"Every week, i hear new exciting things from the printing house. I love it here, and can't wait to renew my lease!",Evan Margolis
6 years ago,5,"EXCELLENT SIZE SPACE! CLEAN,  GREAT LOCATION AND INEXPENSIVE PRICING CANT BEAT IT , THE BASKETBALL COURT AND HOT TUB IS THE BEST YOU CAN ASK FOR !! THE STAFF IS SO CURTEOUS,  THANK YOU GUYS",Morris Didia
4 years ago,5,"Toured twice, incredibly friendly staff and quality living spaces. Provide everything you need in a building, wouldn’t consider living anywhere else!",Tommy McKee
6 years ago,5,"Great place to live , living areas are spacious, everyone that works here is really nice too, from the manager to the security guards! Would suggest this place for anyone to live!!",joe waldner
2 years ago,5,Megan and Mr. Horowitz have been extremely nice and helpful with the move in process and helping everything about living here go smoothly!,Baily Raffensperger
6 years ago,5,I love how nice and big the rooms are that I have seen from visiting and this is my top choice when I move off campus of binghamton.,Jimmy Daly
6 years ago,5,We went for a tour and our guide was very thorough and accommodating! She answered all of our questions and was very helpful. Highly recommend!,Ava Hunt
5 years ago,3,A few issues with windows in my apartment last year but staff is always available and willing to work with you to resolve any problems.,Nicole Lee
6 years ago,5,"Great place to live! The downtown location is very convenient for food, travel, and more.",Thomas Yacovone
4 years ago,5,Excited to live at Printing. Downtown and close to everything. It is minimal and modernize which I like.,Brandon Li
6 years ago,4,Good sized apartments with a modern setting. Completely furnished which is a huge plus!,Samantha Black
6 years ago,5,"The Printing House is an excellent choice for students looking for clean, new, sophisticated housing.",Margaret Geertz
3 years ago,5,The best place downtown! and there’s a wonderful management! I highly recommend to anyone going to BU,Areion Dusak
6 years ago,4,"I like living in the printing house, it's nice and the security guards are amazing",Dana Leung
6 years ago,5,"Great place for college students. Nice, clean living space, and perfect location for everything one may need.",Cole Carpenter
2 years ago,5,"What makes here great is the staff. The leasing staff, maintenance, every body is great.",Cameron Gallo
6 years ago,5,"Great apartment, was move in ready. Came with a huge TV and extravagant furnishings!",Owusu Mensah
6 years ago,5,"Amazing apartments, convenient location, safe, and tons of great accommodations!",Jenna Brady
6 years ago,5,Just got back from visiting. Staff was so friendly and I really loved all the amenities!,Lexie
2 years ago,1,This place is a scam and they overcharge. The staffs are not easy going and barely take care of the place especially the annex.,Brandon Li
5 years ago,5,Brand new facilities. Excellent choice for student housing!,Christine Lambrosa
6 years ago,5,Great location and amenities. Staff is very helpful as well.,Zach Broder
6 years ago,5,Nice amenities and friendly staff. This place is the best :),Ben Hersh
6 years ago,5,The printing House is a great place to live!,James Woods
5 years ago,5,This place is the bee's knees! Shoutout Jeff,Robert Schweizer
4 years ago,5,Location is perfect!,Anthony Nusbaum
3 years ago,5,No text found,QiYuan Wang
5 years ago,4,No text found,Louis Lubin
5 years ago,1,No text found,Nicole Paquette
a month ago,2,No text found,John Caruso
a month ago,1,No text found,Jason Gang
a year ago,4,No text found,Tony Feng
