date,rating,review_text,reviewer
2 years ago,5,"Hawley is a GREAT place to live! Awesome staff, everyone is super friendly and great sense of community!",Maddy Gold
a year ago,5,"Great staff, and nice people. Especially the maintenance man, he is the best.",Shirelle Monique
2 years ago,5,Amazing gym and friendly service. It's a great place to live and I really like the interior design.,Matthew Yepes
2 years ago,5,"It looks amazing after the remodeling, very clean and well organized. Love the look and size of the rooms.",Yuli Rodriguez
2 years ago,5,Best place to live in Downtown Binghamton. Best amenities and services and is a walking distance from everything you might need!,Shawn Brain
3 months ago,5,100% recommend. 10/10,Talia Mirjani
2 years ago,5,"It’s the best possible place to live in. It’s got a great pool, great gym, great bathroom, and it’s very spacious!",Raymond Martinez
5 months ago,5,Nice roomy apartments. Best in Binghamton.,Kevin Yan
2 years ago,5,I love this place so much! The amenities are so amazing. Nicest off campus housing by far!!!!,Payton Quarterman
2 years ago,5,"Great tour, super informative and very kind people! Shu, Courtney, and Krystal were awesome!",Samantha Sanito
a year ago,5,Love living here staff is an 11/10. Just don’t bring farm animals home like me,Chris Farinella
2 years ago,5,Today's tour was very informative. All my questions were answered and it's such a beautiful building!,cate ievolella
3 years ago,5,Hailey was super helpful on the phone while looking for a place to live.  Hopefully Hawley Street is as nice as Hailey.,Michael Torelli
2 years ago,5,I live here and it's great! Great view from apartment and great gym!,Brandon Bessen
3 years ago,5,"Doing this for the air pods. Andrew is awesome, give him another Gucci belt. This man deserves a bonus let’s make it happen.",Noah Mendelson
2 years ago,5,"Awesome place to live! Great apartments, staff, and amenities.",Brian Luke
6 months ago,5,Really nice! Very good!,livelovelaurenx
3 months ago,5,So happy living here this year!,Ava Prochna
2 years ago,4,I’ve lived here for 2 years now and I am very happy with the management and amenities,Zachary Giglio
2 years ago,5,It is a beautiful place with lots of amenities besides the great staff! Highly recommend!,Fikreab Solomon
3 months ago,5,Nowhere else in the area I’d rather live,Jack Bartone
11 months ago,5,Maintenance is very proficient and friendly! Especially Dave!,Matthew Harrison
3 years ago,1,"You could be closer to the bars, but do you really want to deal with horrible management? Live at Uclub.",Kyle Ferguson
3 years ago,5,"Great, clean place to live with amazing events to satisfy the residents!",Ryan Hsiao
2 years ago,5,"Amazing place and great people, staff is incredible and take care of all of your needs!",Ryan
2 years ago,5,"Love how it looks after the remodeling, great people always ready to help.",Victor Rodriguez
10 months ago,4,Beer Tree Brew across from Holiday Inn,Tina
3 years ago,5,Everyone’s so friendly and I love coming back from class to see them and say hi!!,Victoria Lee
2 years ago,5,Perfectly located in Binghamton... Great place to live!,Brian Reumann
2 years ago,5,Newly remodeled student housing! This place is great!!,Darryl Widrick
3 years ago,5,"Great staff, clean and friendly environment. Definitely recommend!",tremble80
3 years ago,5,Andrew is the best and he deserves an enormous bonus.,Craig MacDonald
10 months ago,5,Beautiful place nice staff,Doug Shannon
6 months ago,5,Great place to live,Sean Moran
2 years ago,5,20 Hawley is definitely worth it I highly recommend!,John McGrath
2 years ago,5,I live here. It's pretty nice.,sam maritato
a year ago,5,Awsome student housing in the heart of downtown Binghamton,Joe Carosella
2 years ago,5,An amazing apartment community with qualify staff!,Joshua Holt
7 years ago,5,Beautiful  large apartments with all the essentials,Herminia Colon
6 months ago,5,Love it here!!!!!,Steve Davidson
3 years ago,5,"Great property, wonderful team!!",Aleah Habig
2 years ago,5,Very nice apartment building.,nicholas lupoli
2 years ago,5,Great place and friendly staff.,Dylan Starace
2 years ago,5,Amazing place to live 10/10,Zach B
2 years ago,5,A great place to live!,Jake Lesser
3 years ago,5,I would recommend this place to a friend.,JL Media
a year ago,2,Needs more parking,Chase Fasciano
2 years ago,5,Very friendly staff,Denard Brahimaj
3 years ago,5,Amazing staff!,Alex Chacho
2 years ago,4,Modern and friendly,Cam Wood
3 years ago,5,Cool,Alec Lam
2 years ago,5,Good place,Dina Rick
2 years ago,5,Place is the best,george fabricatore
2 years ago,5,Love the place,Will deLeon
2 years ago,5,No text found,Brianna George
3 years ago,5,No text found,Jorge felix
3 years ago,5,No text found,Alex Chacho
5 years ago,5,No text found,Zalfa Hurtado Cassab
2 months ago,4,No text found,Owen Holland
4 years ago,1,No text found,Z S
3 years ago,3,No text found,Billy Arnold
3 years ago,5,No text found,Russell White
3 years ago,5,No text found,ian swanson
3 years ago,5,No text found,Hailey Houde
2 years ago,5,No text found,Зилола Каримова
4 years ago,5,No text found,Steve Weaver
a year ago,1,No text found,Eugene Benjamin
5 years ago,5,No text found,Ramzee 3250
a year ago,5,No text found,Khristopher DiBartolo
5 years ago,5,No text found,C. F.
3 years ago,5,No text found,Hannah Kemplay
4 years ago,5,No text found,Siddharth Mahendran
5 years ago,3,No text found,Miraç C.
a year ago,3,No text found,Pam Tuite
