date,rating,review_text,reviewer
3 years ago,1,This is the absolute worst place you could possibly live in at Binghamton. They will lose your documents over and over again and charge you for every last cent they possibly can. After paying thousands of dollars to them they charged me 10 dollars for damages that I had previously reported. Absolutely ridiculous.,Adam Lindeman
2 months ago,3,Hard to find the apartment you're looking for,ashley matias
2 years ago,1,"genuinely awful management, on the bugmen list. actual rooms are decent but not worth dealing with the management over. mao zedong was right",masaki hirata
3 years ago,5,Great went there for  a wedding reception food was great and the drinks were good bar staff was very nice we had a good time vary memorable time would recommend it for your event,Tom Green
4 years ago,5,"Love living here, Alexander Adamo and the other UClub assistants are amazing. The other day, Alex fixed the printer when I was in a rush to class and saved my life and grade!",richard lozano
5 years ago,5,"Study rooms, computer lab, free gym, etc. Your unit will have a washing machine and a dryer. Phase 2 has larger space than phase 1, and closer to the bus stop and the office.",Asakawa Hoshino
4 years ago,5,Thanks to Alexander Adamo I've had a great experience. He is attentive and always patient with me when answering all of my questions. I appreciate him taking the time to always help.,Stacey Rodriguez
4 years ago,5,I love living in u club. Community assistant Alexander Adamo was so friendly and always provided me with a great service whenever I needed assistance. Would highly reccomend.,Conner Barrella
7 months ago,1,Just what we needed was more student housing.,Travis Morato
3 years ago,5,Great staff! Brittney was always super helpful with any questions or issues I’ve had regarding maintenance issues I’ve had in my apartment.,Jake Weil
4 years ago,1,"I would give the review 0 stars if I could DO NOT LIVE HERE‼️‼️‼️‼️‼️
•ridiculously overpriced for an apartment and they exhibit favoritism certain people pay less rent and have a deluxe
•matinence literally walks into your apartment unannounced and goes into rooms it happend to me on 3 occasions and even made a mess in my room
•There is no respect for tenants living there from management
•the walls are risiculously thin you can hear the person in the next room cough or sneeze and everything that goes on outside
•The hot water takes forever to come on you have to let it run for about 5 mins
•my toilet was broken and they took forever to come fix it
The bottom line is this place isn’t worth the money at all you’re better off getting an apartment downtown it’s a complete rip off",afi miezah
5 years ago,5,"Lovely student housing for Binghamton University students. Very well set up, clean, modern, convenient and safe.","Marilyn Sanchez-Osorio, Esq."
4 years ago,5,Props to CA Lena for being so friendly and patient with me. I appreciate her going in depth with the questions I had. U Club keep it up!,Winnie C
4 years ago,5,"Coolest place! You got all these great places like Five Guys, Cold Stone Creamery and insomnia all within walking distance from your bedroom.",The Internet
8 months ago,5,It was a short day visit only over all good,Syed Mumtaz Ahmed Rizvi
5 years ago,5,"Student housing office. Will show New housing facilities for SUNY BINGHAMTON. 1 mile walking distance to college campus, near eatery and insomnia cookies LOL",Rev. Seshat Aubi
2 months ago,5,Great place for students!!,James Harder
2 weeks ago,4,Nice place to visit,Randy Davis
7 years ago,4,Rooms are very comfortable. It's very nice that they have many near by restaurants. But it's pricey.,Emre Derece
4 years ago,5,"This was a beautiful place, thankfully Alexander Adamo showed me around, he was very patient and helpful. Ive recommended this place to my friends, great employee and very knowledgable.",Luis Cordova
4 years ago,5,"I had a great experience, looking at apartments and houses. Brittney Anderson helped me out and answered all my questions.  Thank you Brittney & U Club",Sammy De La Cruz
a year ago,1,"Horrible, unethical organization that targets unknowing students and takes advantage of their lack of knowledge in contracts, leases, etc.",yaabu amek
9 months ago,3,"New and updated, just gotta watch out for college kids not paying attention.",Sean Rake
4 years ago,5,"I love living in UClub, community assistant Alex Adamo is always so friendly and courteous to myself and my friends.",angie ramirez
3 years ago,5,"Lena is so helpful and is so efficient. She is always understanding and kind when there is an issue! Thanks, Lena!",Karina Liang
3 years ago,5,"Was very impressed with the service here! Took a tour and Brittney answered all of my questions, great customer service from her!",Ana O
5 years ago,1,Horrible Managment said the application fee would be waived then got charged anyways when I decided not to stay here and had to argue to get my money back,Chris F
a month ago,5,Loved this club.,Leah Addison
5 years ago,5,Great apartments but pricey compared to the surrounding options,Nyra Newton-Serrant
3 years ago,5,"I came for a tour, Brittney helped me and she was awesome! Great customer service!!!",Benjamin Jaspan
4 years ago,1,There is little to no soundproofing. I hear nearly everything that happens in the first floor in my apartment.,Jacob Hanna
5 years ago,3,I have never been here but Google insists I have so I will leave a non review. From other reviews apparently this place sucks ..Again only driven by so I have no facts to back that up,Al C
5 years ago,4,"Solid place to live, could work on the amenities.  Phase II housing was a bit rushed but still nice",Judah Berger
3 years ago,2,Ask for information about the contract but no one responds. Are there too many students to reply?,enders uu
3 years ago,5,Brittney was great with answering all my questions and she was very polite!,Janai Simmonds
7 months ago,5,Friendly & helpful staff,Mark J. Radzikowski
8 years ago,4,very conveient but wish the apartments were a little more updated,Lucy Murray
2 years ago,5,best off campus housing!!! Would recommend to a friend!,Brandon Park
5 years ago,1,Not enough parking. Non-helpful staff and overpriced apartments,Ashley Oshiro
4 years ago,4,"Went to Coldstone for ice cream... Good ice cream, prices way too high",Kevin Smith
10 months ago,5,Nice area,Tawanna H. Brown
5 years ago,2,"The place itself is awesome, but the management is run by kids and horrible",Luke Stempa
5 years ago,3,Good chicken wings. Great place for a sports gathering.,Arlene Lane
6 months ago,5,Cool,Kaycee Spawn
5 years ago,5,Nice if you wanna live off campus,Max
5 years ago,1,Way to much! Staff isn't very nice!,John Galt
4 years ago,1,I would give 0 stars if I could,Selin Bilen
4 months ago,1,I wasn't here,Mary Chadwick
4 years ago,1,UClub: Embrace the sound of your neighbors!,Simon Yu
a year ago,2,Overpriced for what it is and the lease is ironclad,Brandan Michael Campbell
3 years ago,1,"Misleading business practices, avoid if possible.",Daniel Reddington
4 years ago,5,Nice service and great food,srivatsa prajwal
5 years ago,3,The guys who thought up this concept are geniuses.,Hank Loch
6 months ago,4,👍👍👍👍,Marlon Castellon
5 years ago,5,Good place first student,Rakan abdulbagi
3 years ago,1,SCAMMERS!,Selin Bilen
4 years ago,5,Amazing place to stay,Sourabh R M
5 years ago,5,Great variety of shops,Rich Herb
a year ago,1,Poor in every way,Justin Mathew
5 years ago,5,Neat little place.,Curtis Crampton
5 years ago,2,Ok,frank barnett
5 years ago,4,Ok,Mouli Bokam
5 years ago,4,Good rooms,Adham Elnaggar
4 years ago,4,I ate at 5Guys.,Darren Mongardi
5 years ago,5,Very nice place,Hanan Furman
4 years ago,1,lost my package,zhao xingzhou
4 years ago,5,Nice,Audracy Massakidi
4 years ago,3,Great for students,Mizner
5 years ago,5,Beautiful campus,Michelle Townsend
5 years ago,5,Clean and safety.,Yongyong Gu
4 years ago,5,Beautiful place,Michelle Townsend
4 years ago,4,Nice places,Leesa Sage
4 years ago,5,Great place,audrey sullivan
5 years ago,5,Good place,rakan abdulbagi
7 years ago,4,good place,Kevin Liu
a week ago,5,Jared gave us a great tour and helpful information. My son loved it.,Suzanne Mazzara
a week ago,1,"Good afternoon, I was parked (unaware) in the UClub Staff Parking to pick up my Corelife order. I was approached by an extremely rude woman by the name Caitlin who told me I couldn’t park there because it was “her spot” when she clearly had parked in the spot next to me. She proceeded to yell causing a scene and the Corelife staff came out to see what was going on. She proceeded to call towing services and tapping on my window, yelling “Bye” several times in a harassing manner and circling my car while calling to have me towed. By the time the towing services would have arrived I would have been gone anyways. As I sit here writing this review I’m currently sitting in your staff parking lot. 🤣 Maybe instead of Caitlin acting as a parking attendant maybe she should tend to the constant maintenance calls because obviously it’s an issue. You see, I work with students everyday and after that encounter, I will never refer students to rent from there if you have staff like Caitlin working there as management.

Best,
Kristi Potter",Kristi Potter
4 months ago,5,"(Translated by Google) Nice

(Original)
Lindo",Ben Diaz
4 years ago,3,No text found,Michael Friends
5 years ago,3,No text found,Robert Werner
3 years ago,1,No text found,Ash Seth
a month ago,5,No text found,Caroline Davis
a year ago,5,No text found,Vanessa Miller
5 years ago,5,No text found,Jasmine McAvoy
10 months ago,5,No text found,Malou Guerzon
4 years ago,4,No text found,Jill Hinton
4 years ago,5,No text found,maitri shah
2 years ago,2,No text found,Tom Smith
4 years ago,4,No text found,Billy Murphy
4 years ago,5,No text found,Dimitri Gomez
3 months ago,5,No text found,Emelia Lemza
2 months ago,5,No text found,Anthony Macera
7 months ago,5,No text found,Muneeb Ali khokhar
6 months ago,4,No text found,B Krishna
a year ago,1,No text found,Alexander Fakhouri
3 months ago,3,No text found,Mildred Barbosa
a year ago,5,No text found,Brian Mcelroy
a year ago,1,No text found,Tuyen Truong
a year ago,1,No text found,Cam B
5 years ago,2,No text found,mike hall
4 years ago,4,No text found,Joe Ow
4 years ago,5,No text found,tnickychef
4 years ago,5,No text found,Gina Marie Piekarski
a year ago,4,No text found,Ed Mcclain
4 months ago,5,No text found,Teresa Decker (Aunt T.T.)
9 months ago,5,No text found,Trey Nerzak
5 months ago,5,No text found,Kevin Leiter
4 years ago,1,No text found,Mr. Bushaw
10 months ago,5,No text found,Matches Malone
a day ago,5,No text found,HNI Productions
5 years ago,4,No text found,Amanke Oranu
9 months ago,3,No text found,Catherine Maroney-sears
11 months ago,5,No text found,Anurag Reddy
a month ago,3,No text found,Michele Boyko
3 years ago,1,No text found,Jeremy Grant
4 years ago,5,No text found,Jolene Green
4 years ago,5,No text found,Les “Live2ImagineTattooStudio” Davidson
a year ago,1,No text found,Sam Weimer
5 months ago,4,No text found,Peter Lussier
a year ago,4,No text found,Gregory Gaudio
5 years ago,5,No text found,Ankur Desai
5 years ago,1,No text found,Aquil
a month ago,4,No text found,Chad Sindoni
4 months ago,5,No text found,Helene Delnegro
5 years ago,4,No text found,Kyle Palumbo
8 months ago,4,No text found,michael keane
6 months ago,2,No text found,Michael Gon
5 years ago,4,No text found,La Nissa Dyman
4 years ago,3,No text found,Blake Stanton
5 years ago,3,No text found,Lisa Conlon
5 months ago,4,No text found,T C
5 years ago,5,No text found,Shaheem Fleming
a year ago,5,No text found,Patrick Walsh
9 months ago,2,No text found,Lauren Hoffmann
9 months ago,4,No text found,Missy Caskey
a year ago,1,No text found,Alexandra Taylor
11 months ago,3,No text found,Benjamin Morabito
4 years ago,1,No text found,Shane Chatwood
a year ago,3,No text found,Patrick Lee
5 years ago,5,No text found,James Harder Jr.
4 years ago,3,No text found,Nathan Buchta
5 years ago,5,No text found,Priyanka Chanbrasegaran
11 months ago,2,No text found,theodore johnson
5 years ago,1,No text found,Alice Lin
4 years ago,1,No text found,Ornella Mafo
5 years ago,5,No text found,Krishna S
7 months ago,3,No text found,Hea Zar
11 months ago,3,No text found,James Singleton (JAMIE)
a month ago,4,No text found,kacie frost
10 months ago,5,No text found,Rich Mulvey
5 years ago,4,No text found,Melissa Brink
5 years ago,3,No text found,Miraç C.
3 months ago,4,No text found,Jamie Gordon
a year ago,1,No text found,Aaron B.
5 years ago,1,No text found,Nicole Canon
5 months ago,5,No text found,Kingegs
4 years ago,5,No text found,Khadijah “Empress Badjie” Ali
5 years ago,1,No text found,송수연
5 years ago,2,No text found,Josh hall
5 years ago,4,No text found,Brejees Francis
5 years ago,4,No text found,S “SJ” J
5 years ago,3,No text found,James Warneck
4 years ago,3,No text found,Sean White
4 years ago,5,No text found,Jon Kubis
a year ago,4,No text found,Didarul Ahasan Redwan
a month ago,5,No text found,Rama Murthy
6 months ago,4,No text found,Kathryn DeVault
2 years ago,1,No text found,omer sanilevich
4 years ago,4,No text found,Tony Feng
5 months ago,2,No text found,BabyDreamGurl22
a month ago,4,No text found,Nicole Paul
4 years ago,5,No text found,Christopher Marean
4 years ago,4,No text found,allen joseph Thomas
10 months ago,5,No text found,Eugenio Miranda
4 years ago,4,No text found,Colin Elliot
4 months ago,4,No text found,Jack Singer
9 months ago,5,No text found,Matt Trayling
a month ago,5,No text found,Awilda Moncion
9 months ago,5,No text found,Lolly Stanley (Lollypop)
5 years ago,1,No text found,Jeremy Johnson
4 years ago,4,No text found,Kristen Campbell
10 months ago,5,No text found,Anthony Leach
9 months ago,4,No text found,Aubrey Yeager
7 years ago,5,No text found,Stephen Lam
2 weeks ago,3,No text found,Charles Miller
10 months ago,3,No text found,Patrick Cox
4 years ago,5,No text found,Ashley Greene
4 years ago,5,No text found,Shelley Finch
5 years ago,5,No text found,Chloe Tso
11 months ago,4,No text found,the rogue bro's
5 months ago,5,No text found,Tasinur Rahman Chowdhury
5 years ago,3,No text found,tossityle
4 years ago,1,No text found,Barb H
5 years ago,5,No text found,Sharron Meachem
