date,rating,review_text,reviewer
7 years ago,5,"Twin River Commons is without a doubt the best off campus housing for Binghamton students! Great gym, study rooms, laundry in every apartment, they always have fun events like waffle weekends, a chocolate fountain for valentines day etc. Recently, there's been free coffee which has the best perk so far!",becca porath
a year ago,1,"They have bounced my daughters security deposit check.
No one seems to own this property.
Phone calls go unanswered
email boxes do not take messages.
No one takes responsibility.
Please do not rent here.
Check the financial health of this company or think about your last months rent",michael heit
4 years ago,2,"Twin River Commons is a nice place, in which the buildings are well maintained, however the customer service by the staff is horrible. The management at Twin River Commons has a habit of adding on additional charges when moving out and when contested, they fail to speak about the fabricated charges and send e mails threatening to instill late fees that could affect one's credit report. I WOULD NOT RECOMMEND TWIN RIVER COMMONS.",john h
3 years ago,5,Really great place to live. Everyone has been very accommodating and helpful. The building is always so clean and has so many great things to do. Would definitely recommend to any student looking to live off campus!,Mike Goumas
4 years ago,5,"I am OBSESSED with this housing complex. Everyone in the office is so nice and I always get free food from all the programs they host. I highly recommend to any student or young professional who is looking for housing. If I wasn't graduating, I would 10/10 live here again!",Amanda Wernimont
5 years ago,5,"Great space and security, love the new grill. Bed is comfortable and staff is very responsive, maintenance is quick to fix any problems. Convenient location, love living at Twin!",Margaret G
8 months ago,4,"I love all the amenities, I definitely have been taking advantage of the CrossFit gym",Mary Lopez
3 years ago,5,I've loved living at Twin for the last year and a half and would def recommend this place to a friend! Its so close to all the cool restaurants and coffee places downtown and I always feel super secure driving into the gated parking lot.,Caroline Finck
2 years ago,5,Lived here since August and I absolutely love it! Staff is very responsive and took care of COVID-19 pandemic concerns efficiently. Implemented a non-contact package delivery system which is great! Highly recommend :),Hilal
3 years ago,5,Both the management and the maintenance crew are wonderful and super helpful. They get to know your name and are very friendly! Really makes you feel like Twin is home away from home!:),Juliana Cialdella
7 years ago,5,"Absolutely love living here! It was such a huge step up from where I lived last year. I love the staff, the amenities and the total experience. So glad that I chose Twin River! - 5 stars",Adam Dabrowski
3 years ago,5,They have waffles every weekend - what more could a growing boy need?! Also the rooms feel homey and the staff is extremely nice. Nothing beats going to class and Honey saying bye by running straight into you and knocking you over.,John Santare
3 years ago,5,"Best place to live off-campus if you attend Binghamton! Amazing space, great staff, awesome amenities and fun events all the time! Have recommended to all of my friends looking to move off-campus!",Julia Podair
3 years ago,5,"Very nice and safe place for student living, though very expensive. The management and staff is courteous and respectful, especially the  handsome man at the front desk, Brandon. I renewed my lease.",John Farina
3 years ago,5,"The place is great! It's really well kept, the staff at the front office are helpful, especially BROOK who is always willing to lend a hand. The maintenance people always respond to issues within 24hrs, and it's a friendly environment.",Aaron Chiel
2 years ago,5,"Dalton has been a tremendous help. He moved mountains for my roommates and I and went above and beyond to satisfy the customer. His help, along with the rest of the Twin River staff, has been excellent.",H B
5 years ago,4,"Maintenance is so fast and nice people also, and staff has helped me tons, sending faxes, getting ALL my packages, and readily available when needed. Thank you twin and staff in office.

BUT corporate keeps raising prices, hence the demotion to 4 stars",Colin Merry (merryinc)
6 years ago,5,"My experience so far has been great! Rooms are clean, up to date, and provide a great living space for students. Could not be happier with living at Twin.",Nicholas Dopyera
7 months ago,5,I've lived here for years and the staff is so wonderful! Highly receptive and very welcoming!!,Taylor Caulford
10 years ago,2,"i have lived here for 6 month's now this is a real review rather then a review by someone when the place was not open yet. this place is not worth the money. parents pay 850 a month for a over priced small bedroom and shared living room and a medium sized bathroom. the tennets are all student's who go drinking every weekend and romp through the halls yelling and screaming. the security staff is a joke at night. a guy walking around who wont do anything. the internet constantly drops and the water is discsusting its so cloudy i actually used it for a class project in biology and got a A. now for the best stuff, 1. there is not enough parking spaces for you and never will be. if there is anything going on at the arena the rednecks take all the street side parking and your left running around walking forever just to get home. as for the computer lab that place is always broken down, printers dont work, computers are down. this place is just a over priced polished turd hoping to draw students and parents in because its alittle cheaper then hawley street and it isnt in the neiborhoods around here which are not as safe as they use to be. trust me on this moms,dads, students. this place is way to over priced and you wont get any sleep and the water will actually make you sick and get you a A in biology. thanks",Christopher Weiss
10 years ago,2,"NOISY! If you want to sleep before 3 am DO NOT move here. Even if a person goes down to the management office to have them do something, the person is simply told to try and deal with the noise themselves. Every weekend since BEFORE the semester started I have been forced to stay awake until morning as my room was literally shaking due to the high volume of the music and yelling/screaming below AND above me. (I have even slept in the computer lounge since it was quieter there than in my room). Besides this and the frequent fire alarms going off (which is understandable with a bunch of drunk idiotic college students trying their pathetic best to cook something, probably for the first time in their lives) TRC is not that bad a place to live. So if you plan to SLEEP at TRC, find another place to live.",Monica Countryman
2 years ago,5,"The best luxury apartments no cap. Workers here are the best, in particular (Lizz with two z’s, Jordan, and Ciara). Highly reccomend, BMS 13/10!",Matthew Yuvienco
a year ago,3,"Nice amenities overall, sometimes bad communication/support; computers and printers don’t work sometimes. We’ll see after renovations.",Jin Jin Ma
7 years ago,5,"When it comes to twin they try to stay on top of their game! They always help you feel at home and maintenance is always on it! They came in, we had a great conversation, and got the job done quickly!",Roymi Vives
8 months ago,4,"Place is always super clean, staff is happy to help, only complaint I have is that prices keep going up every year that I’m here, but I guess that’s kind of the same everywhere",Julia Demola
9 years ago,5,"TRC is very clean and luxurious. Everyone is friendly and I've met a lot of great friends here. It has a very ""homey"" feel. I wouldn't have wanted to live anywhere else",Nick Tz
a year ago,5,"My son had a rent issue and Jared helped fix it in less than 5 minutes.  He also had a maintenance issue, Rob came thing in the morning and fixed it.",Josh Huncy
3 years ago,5,"I love this apartment and the community! The free waffles on the weekends, the building events, the clean gym, and the super helpful management are all the reasons I love Twin River Commons!",Elizabeth Conrad
8 months ago,5,"TRC is the absolute best place to live in Binghamton, great prices, amenities, staff and more",Cassandra DeMola
9 years ago,5,Great place to live! I love the social atmosphere away from campus. The rooms are nice and comfortable and the kitchen is perfect for cooking all the meals I want!,Adam Heimowitz
9 months ago,5,"Went In for a tour today and everyone was super helpful! Great customer service , felt right at home.",Reyna de Jesus
a year ago,5,"Of all the properties downtown, Twin has the best community events. That’s something important to me, and I couldn’t appreciate it more!",Jonathan Tuvy
6 years ago,5,"Twin River Commons has repeatedly shown me that i am getting my money's worth. Not only do i love living in Twin, but i met a lot of life long friends there!",Hallee Henze
5 years ago,5,Absolutely amazing place to live. The staff and maintenance crew are helpful and great people. Comfortable and enjoyable rooms and facilities.,Alex Pirraglia
8 months ago,5,TRC has very friendly staff and the apartments and amenities are great.,Sofia Dayian
3 years ago,5,"great, i love all the doggies running around. would definitely recommend this place to a friend. love the proximity to the buses and all the downtown restaurants.",Xander Haber
11 months ago,5,Good amenities and friendly staff and residents. Lots of dogs to meet in the lobby!,Feng Eddie Hsiao
a year ago,5,They have the nicest staff. Super excited to see all of the new renovations they're putting in.,Scott Puntenney
a year ago,4,"Amenities are great, room is spacious and comfortable. Really no complaints.",Nick Rotondi (Grinicide)
2 years ago,5,Lived her for over a year and I love it! The in unit washer/dryer is such a great part!!,Danielle Sconzo
3 years ago,5,I was visiting my best friend at the twin river commons and the scenery was amazing. The best part was the clean environment and the arcade it was wonderful.,Jenell Seymour
2 years ago,1,The gym and amenities where shut down for months and they didn't give us one penny back. Then over the summer they must of had people living in the apartment and they left a mess.,Sam Stone
3 years ago,5,Expensive but worth it. The community is very safe and very neat. The staff is super friendly. Tons of amenities and events throughout the year.,Shannon Wheelock
11 months ago,4,Living here is great the amenities are great and the gym is clean and big,Cristiano Mele
9 years ago,4,"Sufficient Living Environment, contains all the required elements to support life. Atmosphere appears rich in oxygen and has necessary levels of carbon dioxide.",Michael Rochford
3 years ago,4,"I'm just disappointed that my apartment common area was never cleaned before I moved in. Also, there is this obnoxious noise that sounds like a generator outside of my room and it keeps me up at night :( Parking is safe though which I like

edit: Maintenance was super helpful with the noise issue and after a bit of pestering, my apartment was finally cleaned!",Samantha Ridings
a year ago,1,"There returned deposit check bounced, Do not rent here I think they are bankrupt!!!!! They will block any bad reviews.,,",Fred Long
a year ago,5,Such a beautiful property with a welcoming staff! Management is always helpful and friendly!,Naisa Kim
a year ago,4,very clean and safe with friendly staff! love living here,Hannah Schade
6 years ago,5,The management here is absolutely incredible! They are so on top of everything and work hard to make sure that every resident is happy.,Emma C Siegel
11 months ago,4,Love the new management! Love all the furry residents!,Christina Bartelli
6 years ago,5,Fantastic amenities. Not cheap real estate in Binghamton. But you get what you pay for.,Matthew Morales
a year ago,5,This property is so beautiful and the staff treats you so well!,Miriam Hernandez
4 years ago,5,Best place to live offers 24 hours fitness center gameroom and other amazing features,Chris Holland
a year ago,5,Great environment and staff are super friendly here!,Karry K
a year ago,5,Great place to live and great location. 10/10 recommend,Ashley Schumacher
2 years ago,5,"Everyone is so kind and helpful & the place is so clean, new and so so beautiful! I love it!",Summer
a year ago,1,Fire alarms go off multiple times per week.,Bob Reaka
3 years ago,5,9/10 dentists recommend living at Twin River Commons,Alex Sweetland
3 years ago,5,Great place to live with amazing staff. It’s your home away from home.,Alex Prince
5 years ago,5,It’s the best apartment I’ve ever been!!,Ali Kemal Tanrıverdi
a year ago,1,They bounced my returned deposit check,Patricia Weyhrauch
3 years ago,5,"Great place to live, staff are very friendly.",Blake Backus
a year ago,2,I think twin is too expensive for what it is.,Poop Balls
7 years ago,4,Great place to live. Wish it was a bit cheaper.,Won Jae Lee
11 months ago,5,Great place to live!,Akanksha Priya
2 years ago,5,The staff is so incredibly helpful and amazing!!,Muskaandeep Kaur
a year ago,5,I really love this place!,Aleah Habig
4 years ago,4,Nice building. Great location,Julia Radko
4 years ago,5,Amazing!,sarah-ann beaubrun
6 years ago,5,Great place to live!,Danielle Salmon
5 years ago,5,"Amazing place, and is clean",Ramon Amaro
9 years ago,3,Nice place,Lauren C. Krypell
a year ago,5,No text found,Nina Akker
11 months ago,4,No text found,Gianna Sisti
a year ago,5,No text found,Jeanmarie Armellino
5 years ago,5,No text found,Tyler Popp
8 years ago,5,No text found,Imani A. Barnes
3 months ago,3,No text found,AX IT
2 years ago,5,No text found,Toni oppenheim
4 months ago,5,No text found,Nicholas Mott
5 years ago,5,No text found,Arnelle Shallow
a year ago,5,No text found,Amanda Mills
2 years ago,1,No text found,Chemoko Nian
5 years ago,5,No text found,Samantha Shaffie
a year ago,3,No text found,Bailey Thyne
a year ago,1,No text found,Peter Smith
2 years ago,5,No text found,Adam Gregrow
a year ago,5,No text found,Aiya Taylor
a year ago,5,No text found,Krystal Hayes
11 years ago,5,No text found,Mary Hogan
a year ago,5,No text found,Brian Casper
4 years ago,5,No text found,ramit relan
4 years ago,5,No text found,Jessica McDonough
a year ago,1,No text found,Simranjit Kukreja
a year ago,2,No text found,Austin Topkis
7 months ago,5,No text found,Samantha Panzarella
5 years ago,5,No text found,joavs123456
a year ago,4,No text found,Kyle Fahey
a year ago,1,No text found,Catt Naylor
4 years ago,5,No text found,Mustafa İkbal Mehmedoğlu
7 years ago,5,No text found,Thomas Casey
